id,title,thumbnail,url
0TXJ_8NgZ7I,"MAP, FILTER e REDUCE no JavaScript de um jeito simples e direto!",https://i.ytimg.com/vi/0TXJ_8NgZ7I/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBxTIPlpRC0cPGiW-aCsTe3WU9_Ew,https://www.youtube.com/watch?v=0TXJ_8NgZ7I
_JrcYyPk4CA,Initial Setup of a Node.js Project with Express and MySQL (Step by Step),https://i.ytimg.com/vi/_JrcYyPk4CA/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCstT5kVpKKAqeuT3ukELHnsv-bYA,https://www.youtube.com/watch?v=_JrcYyPk4CA
OUAyY-AXEsI,JSON na Prática com Node.js e Express | Estrutura de Dados + Mini Projeto Completo,https://i.ytimg.com/vi/OUAyY-AXEsI/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCgGxAxSz_NElzjVEbZu0Sg98k4nQ,https://www.youtube.com/watch?v=OUAyY-AXEsI
r8VbhMJtkW0,"Mini Projeto Completo: Sistema de Tarefas com Node.js, Express e MySQL",https://i.ytimg.com/vi/r8VbhMJtkW0/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCl7mJV-CA11OTFylbw_JeIUsTvow,https://www.youtube.com/watch?v=r8VbhMJtkW0
HwKkNbov6lI,Curso Completo de MySQL — Do Básico ao Intermediário na Prática!,https://i.ytimg.com/vi/HwKkNbov6lI/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLClDK1-kBGoDgYF-v6mUy4wl0WttQ,https://www.youtube.com/watch?v=HwKkNbov6lI
EcXbS17wo5E,"Mini Projeto Full Stack: Autor e Postagens com Node.js, Express, MySQL e Inner Join |  Completo",https://i.ytimg.com/vi/EcXbS17wo5E/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDOA7CTZFO-EfmFidlw07yYKtoOLA,https://www.youtube.com/watch?v=EcXbS17wo5E
JHRtsQqOHJ4,"Bug Fix! Hotel System with Node.js, Express and Polymorphism",https://i.ytimg.com/vi/JHRtsQqOHJ4/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCGL7MXOT850NEiiWSYmz6nLkD6Rg,https://www.youtube.com/watch?v=JHRtsQqOHJ4
3F6IUmWmpAU,MVC na Prática: Backend em TypeScript + Frontend em JavaScript | Projeto em 3 Lives (MySQL),https://i.ytimg.com/vi/3F6IUmWmpAU/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLC59h_GtRz8vzXXsj9iOGw8IVsAqQ,https://www.youtube.com/watch?v=3F6IUmWmpAU
pe4wJdgKI0U,"3 Projetos COMPLETOS em JavaScript – Barbearia, Espa e Recuperar Senha (Curso Prático 3h)",https://i.ytimg.com/vi/pe4wJdgKI0U/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLC_YHXAbk0Oj6-Ff6y0QSn8x5rXpA,https://www.youtube.com/watch?v=pe4wJdgKI0U
65zCGwiByAI,Lógica de Programação: A Chave Para Aprender QUALQUER Linguagem!,https://i.ytimg.com/vi/65zCGwiByAI/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAYQ59DVd0AVxBGXr5i171XbHR6Iw,https://www.youtube.com/watch?v=65zCGwiByAI
